iter	Logloss
603	0.1560122592
604	0.1557457033
605	0.1556546235
606	0.1554942643
607	0.1552068379
608	0.1551537474
609	0.1547763761
610	0.1544326593
611	0.1543693542
612	0.1543065063
613	0.1541090406
614	0.1536723365
615	0.1535146256
616	0.1533169076
617	0.1530491222
618	0.152949215
619	0.1528765623
620	0.1527282147
621	0.1524883617
622	0.1523425835
623	0.1522297505
624	0.151939266
625	0.1517806408
626	0.1515091195
627	0.1514373968
628	0.151238938
629	0.1510943894
630	0.1509368991
631	0.1508035266
632	0.1506735431
633	0.1505578884
634	0.1503841936
635	0.1502711083
636	0.1500245244
637	0.1498558107
638	0.1497964938
639	0.149616273
640	0.1494807094
641	0.1493962185
642	0.1491597546
643	0.1489396844
644	0.1487934018
645	0.1485001272
646	0.1483925906
647	0.1483089668
648	0.1479902189
649	0.1478162876
650	0.1476544467
651	0.1475528686
652	0.1474686299
653	0.1473060639
654	0.1470386095
655	0.146919282
656	0.1468424521
657	0.1464156474
658	0.146302373
659	0.1461275589
660	0.1459718026
661	0.1458407473
662	0.1457727763
663	0.1456845812
664	0.1455063938
665	0.1452497372
666	0.1451732383
667	0.1450619973
668	0.1448952383
669	0.1447401441
670	0.1446830182
671	0.144573322
672	0.1444597638
673	0.1443413033
674	0.1439704107
675	0.1437614063
676	0.1437059355
677	0.1433828685
678	0.1432572199
679	0.1430189905
680	0.1429644813
681	0.1427674885
682	0.1426259506
683	0.1425488054
684	0.1424306286
685	0.1422417381
686	0.1420842163
687	0.1418736198
688	0.141661242
689	0.1415528699
690	0.1412007513
691	0.1410076047
692	0.1408763917
693	0.1407132582
694	0.1405436303
695	0.1404297096
696	0.1400923611
697	0.1400057737
698	0.1399087985
699	0.1397624213
700	0.1396575486
701	0.1395430762
702	0.1394700137
703	0.1393494251
704	0.1392263145
705	0.1391016747
706	0.1389238342
707	0.1388396744
708	0.1386496173
709	0.1385517909
710	0.1384579209
711	0.1383777019
712	0.138308596
713	0.1382313563
714	0.1380370116
715	0.137985261
716	0.1378750131
717	0.1377700301
718	0.1375809819
719	0.1375164946
720	0.1374224671
721	0.1372783125
722	0.1371927025
723	0.1370370723
724	0.1369217014
725	0.1366244545
726	0.1365772909
727	0.1365058205
728	0.1363823946
729	0.1363234402
730	0.1361409179
731	0.1360148753
732	0.1357391925
733	0.1355224799
734	0.135424874
735	0.1352606214
736	0.135041497
737	0.1348551916
738	0.1344716411
739	0.1343764944
740	0.1342908371
741	0.1341206101
742	0.1340298929
743	0.1338208727
744	0.1335738631
745	0.1334341223
746	0.1332732744
747	0.1331213328
748	0.1329969926
749	0.1329313861
750	0.1328819369
751	0.1326249966
752	0.1325476308
753	0.1324436093
754	0.1322566103
755	0.1321245698
756	0.1319562423
757	0.1317183597
758	0.1313640579
759	0.1310904479
760	0.1309728307
761	0.1306617674
762	0.1303873141
763	0.1301307048
764	0.1300537094
765	0.1299427836
766	0.1296683067
767	0.1295558992
768	0.1293144384
769	0.1291798678
770	0.1290077966
771	0.1288793264
772	0.1287672973
773	0.1287293552
774	0.1285795259
775	0.1285259783
776	0.128419884
777	0.1282860858
778	0.1281501045
779	0.1280515687
780	0.1279439059
781	0.127760367
782	0.1276137927
783	0.127508195
784	0.1272785092
785	0.127222739
786	0.1271604979
787	0.1269333185
788	0.1267950357
789	0.1266845199
790	0.1265577994
791	0.1262687336
792	0.1260734826
793	0.1260005226
794	0.1257484294
795	0.1256744211
796	0.1256122431
797	0.1255619664
798	0.1254393286
799	0.1251471811
800	0.1250525073
801	0.1249537192
802	0.1248667378
803	0.1247025561
804	0.1246132654
805	0.1244021093
806	0.1241780588
807	0.1239317587
808	0.1238777303
809	0.1238267284
810	0.1237466828
811	0.1235639005
812	0.1232711225
813	0.1231184479
814	0.1230442268
815	0.1227607569
816	0.1226805301
817	0.1226044253
818	0.1225092234
819	0.1224611535
820	0.1222396488
821	0.1221262561
822	0.1220743164
823	0.1219733293
824	0.1219121287
825	0.121812048
826	0.1216767682
827	0.1215534368
828	0.1213673994
829	0.1212074028
830	0.1209745328
831	0.1208143865
832	0.1207277913
833	0.1206512136
834	0.1206113327
835	0.1205796801
836	0.1204081449
837	0.1202221468
838	0.1201713814
839	0.1199977969
840	0.1198130836
841	0.1196931571
842	0.1195259961
843	0.1194600192
844	0.119266179
845	0.1191477657
846	0.1191050159
847	0.1190476693
848	0.1189860746
849	0.1188632949
850	0.1188080528
851	0.118650263
852	0.118493758
853	0.1182765488
854	0.1180953901
855	0.1180239118
856	0.1178725613
857	0.117711682
858	0.1174758091
859	0.1174263915
860	0.1172436959
861	0.117157077
862	0.1168820799
863	0.1167878474
864	0.1166191416
865	0.1165095715
866	0.116473458
867	0.1162866324
868	0.1161899961
869	0.1159961164
870	0.1156616053
871	0.1155408907
872	0.1152982791
873	0.1150585994
874	0.1149453802
875	0.1148862681
876	0.1148399558
877	0.1147550709
878	0.1146148965
879	0.1144109915
880	0.1141737788
881	0.1139972624
882	0.1139066239
883	0.1138338136
884	0.113786256
885	0.1135332407
886	0.1134015548
887	0.1132984398
888	0.1130849192
889	0.11301936
890	0.1129433892
891	0.1126310963
892	0.1125462272
893	0.1124749696
894	0.1124234318
895	0.1123568953
896	0.1121924219
897	0.1120849326
898	0.1118606851
899	0.11170898
900	0.1116310624
901	0.1115065015
902	0.1114239496
903	0.1113595647
904	0.1111313213
905	0.111083409
906	0.1109887825
907	0.1108142128
908	0.1107787298
909	0.1107191212
910	0.1106129638
911	0.1105444727
912	0.1105019199
913	0.1103596411
914	0.1103065901
915	0.1101381286
916	0.1100734994
917	0.1097943645
918	0.1097088964
919	0.1096029045
920	0.1093783891
921	0.1093231942
922	0.1091398996
923	0.1089453106
924	0.1088725634
925	0.1088163754
926	0.1087679114
927	0.1085603257
928	0.1084954758
929	0.1084044906
930	0.1081905207
931	0.1079242722
932	0.1078615346
933	0.1077547862
934	0.1076899915
935	0.1075834322
936	0.1073410964
937	0.10719267
938	0.1070643496
939	0.1068366894
940	0.1066529376
941	0.1064563152
942	0.1063229979
943	0.1061674544
944	0.105956448
945	0.1058664716
946	0.1056848479
947	0.1055078743
948	0.1053973111
949	0.1052714892
950	0.1051995459
951	0.104964674
952	0.1048615353
953	0.1046409922
954	0.1044503441
955	0.1042917267
956	0.1041950115
957	0.1041445141
958	0.1040707817
959	0.1039721355
960	0.1038403314
961	0.1037722659
962	0.1036387514
963	0.1035832492
964	0.1034919644
965	0.1032672204
966	0.1032182047
967	0.1031220018
968	0.1030316629
969	0.1029005918
970	0.1028401398
971	0.1025987499
972	0.1024261191
973	0.1023734384
974	0.1023116309
975	0.1021449901
976	0.1020369333
977	0.1019748814
978	0.1017841938
979	0.1015398956
980	0.1013455588
981	0.1011342135
982	0.100885005
983	0.1007626431
984	0.1007350417
985	0.1006454988
986	0.100492375
987	0.1003246938
988	0.1002773411
989	0.1001044581
990	0.09987513487
991	0.09981878927
992	0.09970709903
993	0.09961013163
994	0.09947255032
995	0.09926409761
996	0.09906872836
997	0.09900668436
998	0.09895261654
999	0.09872006188
